project_number,file_name,line_of_business,state,received_at_est,delivered_at_est,sla_met,is_urgent,qa_delivery_by,comment,status_hours,status_label,internal,dtp_1,new,fuzzy,total,dtp_2,pm,it_eng,qa,record_id,assigned_analyst_id,template_type,language_code,received_at_utc,delivered_at_utc,egnyte_direct_link,egnyte_file_path,egnyte_file_size_kb,created_by,updated_by,created_at,updated_at
MOHE-260716-6137,MHNY SWH STD Mbr Materials_e37249dd-2d77-4775-9522-55f717898939_ru,NY Molina SWH – PDF,NY,2026-07-15 18:00:00,2026-07-16 18:48:00,Y,,,,24.8,24.80 Consecutive Business Hours,,,,,,0,0,0,0,8bc313f0-778c-4c0d-be88-1084913fb60d,,PDF,RUS,2026-07-15T22:00:00Z,2026-07-16T22:48:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260716-6137,MHNY SWH STD Advance Directive_441bc8e2-f263-40b9-be40-45874cd803c2_ru,NY Molina SWH – PDF,NY,2026-07-15 21:01:00,2026-07-16 18:48:00,Y,,,,10.81,10.81 Consecutive Business Hours,,,,,,0,0,0,0,d120d3c5-3c93-456b-ade3-eabf01c6c83e,2,PDF,RUS,2026-07-16T01:01:00Z,2026-07-16T22:48:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260716-6137,MHNY SWH STD Care Plan_4f1a9173-d767-4750-8bdb-187cd7e2796a_ru,NY Molina SWH – PDF,NY,2026-07-16 15:01:00,2026-07-17 13:10:00,Y,,,,22.15,22.15 Consecutive Business Hours,,4.9,136,123,14135,1.72,1.13,2.06,0,7be56288-5896-429c-9415-25eb8d5725d4,,PDF,RUS,2026-07-16T19:01:00Z,2026-07-17T17:10:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260716-6137,MHNY SWH STD Care Plan_e98bd832-4f12-4be0-90b0-3cd9cd04a5f5_ru,NY Molina SWH – PDF,NY,2026-07-16 15:01:00,2026-07-17 13:10:00,Y,,,,22.15,22.15 Consecutive Business Hours,,,,,,0,0,0,0,df61a7b3-2386-4580-907e-9b871344f3ba,,PDF,RUS,2026-07-16T19:01:00Z,2026-07-17T17:10:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260716-6137,MHNY SWH STD Mbr Materials_2c38fae5-26c0-4d40-a007-589aa3b0a50d_ru,NY Molina SWH – PDF,NY,2026-07-16 15:01:00,2026-07-17 13:10:00,Y,,,,22.15,22.15 Consecutive Business Hours,,,,,,0,0,0,0,6e3fff32-83e8-4a4e-95e6-5a7d06aff5e2,5,PDF,RUS,2026-07-16T19:01:00Z,2026-07-17T17:10:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260716-6137,MHNY SWH STD Mbr Materials_58cc44a6-dbe6-412e-b156-36a8a0348303_ru,NY Molina SWH – PDF,NY,2026-07-16 15:01:00,2026-07-17 13:10:00,Y,,,,22.15,22.15 Consecutive Business Hours,,,,,,0,0,0,0,5e42e396-4b06-4158-8de1-5e2c180bafec,,PDF,RUS,2026-07-16T19:01:00Z,2026-07-17T17:10:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260716-6137,MHNY SWH STD Mbr Materials_ae35177f-aa65-4db6-9cd6-a22878370876_ru,NY Molina SWH – PDF,NY,2026-07-16 15:01:00,2026-07-17 13:10:00,Y,,,,22.15,22.15 Consecutive Business Hours,,,,,,0,0,0,0,1b8277ee-5ff5-4a45-8576-54f7a5d3ca09,2,PDF,RUS,2026-07-16T19:01:00Z,2026-07-17T17:10:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260717-6173,MHNY SWH STD Mbr Materials_33bbb98e-8ab5-4b17-8924-1dee5894237a_ru,NY Molina SWH – PDF,NY,2026-07-16 18:00:00,2026-07-17 13:12:00,Y,,,,19.2,19.20 Consecutive Business Hours,,1.8,0,0,3384,0.63,0.41,0.76,0,6cbd0bc0-cb82-437c-ad78-abe1db061f3e,,PDF,RUS,2026-07-16T22:00:00Z,2026-07-17T17:12:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260717-6173,MHNY SWH STD Mbr Materials_4c691fff-3842-4248-af20-9f684bcd99cc_ru,NY Molina SWH – PDF,NY,2026-07-16 18:00:00,2026-07-17 13:12:00,Y,,,,19.2,19.20 Consecutive Business Hours,,,,,,0,0,0,0,969dd6f0-02d8-4552-9a66-a9c5dcd34531,,PDF,RUS,2026-07-16T22:00:00Z,2026-07-17T17:12:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260717-6173,MHNY SWH STD Advance Directive_273a1949-c2f4-4fae-9489-28cb5a1bc4ec_ru,NY Molina SWH – PDF,NY,2026-07-16 21:00:00,2026-07-17 13:12:00,Y,,,,5.21,5.21 Consecutive Business Hours,,,,,,0,0,0,0,e2d3fcc4-b71f-4347-8462-09e6f8272d75,,PDF,RUS,2026-07-17T01:00:00Z,2026-07-17T17:12:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260717-6173,MHNY SWH STD Advance Directive_fdf8bd3b-40ba-4a87-a12c-d83f5496703c_ru,NY Molina SWH – PDF,NY,2026-07-16 21:00:00,2026-07-17 13:12:00,Y,,,,5.21,5.21 Consecutive Business Hours,,,,,,0,0,0,0,c63db0c6-8417-4b47-896c-2e68995210c7,2,PDF,RUS,2026-07-17T01:00:00Z,2026-07-17T17:12:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260717-6173,MHNY SWH STD Mbr Materials_224f7e92-dc30-47e7-b936-744bcc410a3a_ru,NY Molina SWH – PDF,NY,2026-07-16 21:00:00,2026-07-17 13:12:00,Y,,,,5.21,5.21 Consecutive Business Hours,,,,,,0,0,0,0,9a70edf3-9002-49de-a6ec-1d53349dcbec,,PDF,RUS,2026-07-17T01:00:00Z,2026-07-17T17:12:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260717-6173,MHNY SWH STD Mbr Materials_4de0a51e-9163-40a5-aedf-00cab55445a3_ru,NY Molina SWH – PDF,NY,2026-07-16 21:00:00,2026-07-17 13:12:00,Y,,,,5.21,5.21 Consecutive Business Hours,,,,,,0,0,0,0,0bdd2aa0-7ebc-48e0-adc8-4ff137bc8dc5,2,PDF,RUS,2026-07-17T01:00:00Z,2026-07-17T17:12:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260720-6242,MHNY SWH STD Mbr Materials_2a93c990-99c0-4946-b44e-122376ae38e2_ru,NY Molina SWH – PDF,NY,2026-07-17 15:02:00,2026-07-20 14:12:00,Y,,,,23.17,23.17 Consecutive Business Hours,,2.1,,,3916,0.74,0.48,0.88,0,84b91e11-12d3-4bf3-a389-785895cc4083,,PDF,RUS,2026-07-17T19:02:00Z,2026-07-20T18:12:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260720-6242,MHNY SWH STD Mbr Materials_145537c7-43c1-4d15-9206-58289ea0291f_ru,NY Molina SWH – PDF,NY,2026-07-17 18:00:00,2026-07-20 14:12:00,Y,,,,20.2,20.20 Consecutive Business Hours,,,,,,0,0,0,0,6c82eb9b-c3c4-484f-93d4-1cf698f1c22d,,PDF,RUS,2026-07-17T22:00:00Z,2026-07-20T18:12:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260720-6242,MHNY SWH STD Mbr Materials_22e3aac7-8508-47fc-b189-b762c1d1a2c9_ru,NY Molina SWH – PDF,NY,2026-07-17 18:00:00,2026-07-20 14:12:00,Y,,,,20.2,20.20 Consecutive Business Hours,,,,,,0,0,0,0,4f771da1-7308-4feb-aff3-57ef590eb3c7,,PDF,RUS,2026-07-17T22:00:00Z,2026-07-20T18:12:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260720-6242,MHNY SWH STD Mbr Materials_8a038b23-096f-4df4-b53e-c33bbe549ee9_ru,NY Molina SWH – PDF,NY,2026-07-17 18:00:00,2026-07-20 14:12:00,Y,,,,20.2,20.20 Consecutive Business Hours,,,,,,0,0,0,0,685ec8b4-1112-493a-af3c-43a6cb7bcc10,,PDF,RUS,2026-07-17T22:00:00Z,2026-07-20T18:12:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260720-6242,MHNY SWH STD Mbr Materials_98ae3c2b-dda8-4b5f-8a9e-82ad09c8a378_ru,NY Molina SWH – PDF,NY,2026-07-17 18:00:00,2026-07-20 14:12:00,Y,,,,20.2,20.20 Consecutive Business Hours,,,,,,0,0,0,0,1f5eea60-b5b5-4b0b-8926-7a7beb328d27,2,PDF,RUS,2026-07-17T22:00:00Z,2026-07-20T18:12:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260720-6242,MHNY SWH STD Advance Directive_767d45ba-f107-4928-a5eb-c417a4ea9183_ru,NY Molina SWH – PDF,NY,2026-07-17 21:00:00,2026-07-20 14:12:00,Y,,,,6.21,6.21 Consecutive Business Hours,,,,,,0,0,0,0,f73c90f7-cfbc-4591-92a6-9ca26ea2c1a0,,PDF,RUS,2026-07-18T01:00:00Z,2026-07-20T18:12:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260720-6242,MHNY SWH STD Advance Directive_f74b9613-20f3-47e4-a9dc-be92a6a90471_ru,NY Molina SWH – PDF,NY,2026-07-17 21:00:00,2026-07-20 14:12:00,Y,,,,6.21,6.21 Consecutive Business Hours,,,,,,0,0,0,0,85c83094-646b-4a9d-b36f-59e3b94ffe19,,PDF,RUS,2026-07-18T01:00:00Z,2026-07-20T18:12:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260720-6231,MHNY SWH STD Mbr Materials_35b8f44c-64d6-45da-ac5c-4161ea526769_ru,NY Molina SWH – PDF,NY,2026-07-17 21:00:00,2026-07-20 16:59:00,Y,,,,8.99,8.99 Consecutive Business Hours,,0.9,,,1565,0.32,0.21,0.38,0,053c4ba2-8308-416e-b645-aef5781d9885,2,PDF,RUS,2026-07-18T01:00:00Z,2026-07-20T20:59:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260720-6231,MHNY SWH STD Mbr Materials_60322ec2-17e5-494e-8aea-e30f9b0c67ae_ru,NY Molina SWH – PDF,NY,2026-07-17 21:00:00,2026-07-20 16:59:00,Y,,,,8.99,8.99 Consecutive Business Hours,,,,,,0,0,0,0,9fbc3f47-dcb7-45da-a6dc-a78d1313a870,,PDF,RUS,2026-07-18T01:00:00Z,2026-07-20T20:59:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260720-6231,MHNY SWH STD Mbr Materials_bc196b26-23c6-4048-aff6-868fb156c446_ru,NY Molina SWH – PDF,NY,2026-07-17 21:00:00,2026-07-20 16:59:00,Y,,,,9,9.00 Consecutive Business Hours,,,,,,0,0,0,0,105913b7-d21f-471f-a699-4b514cb10720,,PDF,RUS,2026-07-18T01:00:00Z,2026-07-20T20:59:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260720-6231,MHNY SWH STD Care Plan_bf97cf70-137b-449a-9129-d9f897164f30_ru,NY Molina SWH – PDF,NY,2026-07-20 15:00:00,2026-07-21 14:35:00,Y,,,,23.58,23.58 Consecutive Business Hours,,1.3,,,2756,0.46,0.3,0.55,0,254cf001-3d54-4086-b8f9-72e2d3e58161,2,PDF,RUS,2026-07-20T19:00:00Z,2026-07-21T18:35:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260720-6231,MHNY SWH STD Mbr Materials_70aae21f-e0c6-4af4-9c4b-4cb2b890676c_ru,NY Molina SWH – PDF,NY,2026-07-20 15:00:00,2026-07-21 14:35:00,Y,,,,23.58,23.58 Consecutive Business Hours,,,,,,0,0,0,0,04655681-c01d-4f68-bb6c-2badab859572,,PDF,RUS,2026-07-20T19:00:00Z,2026-07-21T18:35:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260721-6276,MHNY SWH STD Case Closure_2bdf49aa-7f25-44d0-89b6-e5bb00e3015b_ru,NY Molina SWH – PDF,NY,2026-07-20 18:00:00,2026-07-22 14:37:00,Y,,,,44.62,44.62 Consecutive Business Hours,,1.5,,,3241,0.53,0.35,0.63,0,c33e4ac4-06f8-4fdd-ae48-752145b6475c,,PDF,RUS,2026-07-20T22:00:00Z,2026-07-22T18:37:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260721-6276,MHNY SWH STD Mbr Materials_f05a5899-64e4-48a7-98e6-e4a5e38bed02_ru,NY Molina SWH – PDF,NY,2026-07-20 18:00:00,2026-07-22 14:37:00,Y,,,,44.62,44.62 Consecutive Business Hours,,,,,,0,0,0,0,0d1e1696-d4c6-4433-b635-130f5300fa1f,2,PDF,RUS,2026-07-20T22:00:00Z,2026-07-22T18:37:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260721-6276,MHNY SWH STD Mbr Materials_fa63bdf0-8a8d-4e20-9734-f647301aff5e_ru,NY Molina SWH – PDF,NY,2026-07-20 18:00:00,2026-07-22 14:37:00,Y,,,,44.62,44.62 Consecutive Business Hours,,,,,,0,0,0,0,d9113a61-40c3-401a-9a78-0a2eb6360c9f,,PDF,RUS,2026-07-20T22:00:00Z,2026-07-22T18:37:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260721-6276,MHNY SWH STD Mbr Materials_0115e7c8-5a8c-44b0-b5be-b4d9247cc14c_ru,NY Molina SWH – PDF,NY,2026-07-20 21:01:00,2026-07-22 14:37:00,Y,,,,30.63,30.63 Consecutive Business Hours,,,,,,0,0,0,0,2104d96f-09cf-4e09-b361-fa64dd87c451,,PDF,RUS,2026-07-21T01:01:00Z,2026-07-22T18:37:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260721-6276,MHNY SWH STD Mbr Materials_beb32706-d782-41d2-b6df-00bc691617b7_ru,NY Molina SWH – PDF,NY,2026-07-21 03:00:00,2026-07-22 14:37:00,Y,,,,30.63,30.63 Consecutive Business Hours,,,,,,0,0,0,0,93c8cb5f-64b0-4dba-afe8-c643e48789da,,PDF,RUS,2026-07-21T07:00:00Z,2026-07-22T18:37:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260721-6276,MHNY SWH STD Mbr Materials_70b98a51-b8c7-4c71-b9db-2778c9502af7_ru,NY Molina SWH – PDF,NY,2026-07-21 03:00:00,2026-07-21 12:25:00,Y,,,,4.42,4.42 Consecutive Business Hours,,1.8,,,3556,0.63,0.41,0.76,0,abfc1393-3c65-49b8-b3a5-5fa01712b015,2,PDF,RUS,2026-07-21T07:00:00Z,2026-07-21T16:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260721-6276,MHNY SWH STD Mbr Materials_27ea799b-91de-4d60-9770-49f45881df87_ru,NY Molina SWH – PDF,NY,2026-07-21 03:01:00,2026-07-21 12:25:00,Y,,,,4.43,4.43 Consecutive Business Hours,,,,,,0,0,0,0,b5dade54-4d20-4a94-85db-2bdaf7b1ad47,,PDF,RUS,2026-07-21T07:01:00Z,2026-07-21T16:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260721-6276,MHNY SWH STD Mbr Materials_1700479e-13c4-442a-a0a8-10811180b260_ru,NY Molina SWH – PDF,NY,2026-07-21 03:01:00,2026-07-21 12:25:00,Y,,,,4.42,4.42 Consecutive Business Hours,,,,,,0,0,0,0,140f281b-885a-4c8a-9aec-c5decd546aa6,,PDF,RUS,2026-07-21T07:01:00Z,2026-07-21T16:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260721-6276,MHNY SWH STD Mbr Materials_5e2a9f6a-3443-4a8e-b40a-6229dcfe18d3_ru,NY Molina SWH – PDF,NY,2026-07-21 03:01:00,2026-07-21 12:25:00,Y,,,,4.42,4.42 Consecutive Business Hours,,,,,,0,0,0,0,5be8947b-f9a3-4405-ac1b-25457e64ce40,,PDF,RUS,2026-07-21T07:01:00Z,2026-07-21T16:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260721-6276,MHNY SWH STD Mbr Materials_26a6f1d1-6dcd-4e7c-9369-b6c77a0a77a7_ru,NY Molina SWH – PDF,NY,2026-07-21 03:01:00,2026-07-21 12:25:00,Y,,,,4.42,4.42 Consecutive Business Hours,,,,,,0,0,0,0,8e1c0b11-7858-4c63-8a70-00383ebccc15,2,PDF,RUS,2026-07-21T07:01:00Z,2026-07-21T16:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260721-6276,MHNY SWH STD Advance Directive_225e39c4-6045-428f-8eb6-ebb4c265c2a2_ru,NY Molina SWH – PDF,NY,2026-07-21 03:01:00,2026-07-21 12:25:00,Y,,,,4.42,4.42 Consecutive Business Hours,,,,,,0,0,0,0,78d358fb-c9e6-4e71-b246-196465bbb693,,PDF,RUS,2026-07-21T07:01:00Z,2026-07-21T16:25:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260722-6313,MHNY SWH STD Care Plan_1f86278d-8809-4b80-a9c2-9ca2eead193a_ru,NY Molina SWH – PDF,NY,2026-07-21 15:01:00,2026-07-22 17:08:00,Y,,,,26.12,26.12 Consecutive Business Hours,,3,73,142,8942,1.05,0.69,1.26,0,2594c04c-6d11-47f4-af50-4e6675773870,,PDF,RUS,2026-07-21T19:01:00Z,2026-07-22T21:08:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260722-6313,MHNY SWH STD Care Plan_5841056a-01b4-45ff-8440-6b5bf71c543e_ru,NY Molina SWH – PDF,NY,2026-07-21 15:01:00,2026-07-22 17:08:00,Y,,,,26.12,26.12 Consecutive Business Hours,,,,,,0,0,0,0,3ca8132f-18bf-4596-8659-351af108f31b,1,PDF,RUS,2026-07-21T19:01:00Z,2026-07-22T21:08:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260722-6331,MHNY SWH STD Mbr Materials_23fcbecd-344a-452f-b2dd-89e3ac66079a_ru,NY Molina SWH – PDF,NY,2026-07-21 18:00:00,2026-07-22 13:57:00,Y,,,,19.96,19.96 Consecutive Business Hours,,1.2,,,2330,0.42,0.28,0.5,0,d79f739d-ccbb-410a-8773-3bca1b454744,,PDF,RUS,2026-07-21T22:00:00Z,2026-07-22T17:57:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260722-6331,MHNY SWH STD Mbr Materials_ff1da0a0-09f7-4f2e-897e-dcd9e9785554_ru,NY Molina SWH – PDF,NY,2026-07-21 18:00:00,2026-07-22 13:57:00,Y,,,,19.96,19.96 Consecutive Business Hours,,,,,,0,0,0,0,cb7a571b-41ea-444a-9091-bfae8ae1a87a,,PDF,RUS,2026-07-21T22:00:00Z,2026-07-22T17:57:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260722-6331,MHNY SWH STD Mbr Materials_024d65b6-6fc3-474c-8ee0-00e177f6f128_ru,NY Molina SWH – PDF,NY,2026-07-21 21:00:00,2026-07-22 13:57:00,Y,,,,5.97,5.97 Consecutive Business Hours,,,,,,0,0,0,0,a386f0f3-8a82-411f-81c4-d79654ffe4dc,1,PDF,RUS,2026-07-22T01:00:00Z,2026-07-22T17:57:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260722-6331,MHNY SWH STD Mbr Materials_2f8bdcce-dbb5-4e40-bb62-e14321758fc2_ru,NY Molina SWH – PDF,NY,2026-07-21 21:00:00,2026-07-22 13:57:00,Y,,,,5.97,5.97 Consecutive Business Hours,,,,,,0,0,0,0,6a20dc0d-8d03-4484-87d4-728053f03e64,1,PDF,RUS,2026-07-22T01:00:00Z,2026-07-22T17:57:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260722-6330,MHNY SWH STD Advance Directive_3f3923ef-6c2d-4ac3-9e78-c21132986661_ru,NY Molina SWH – PDF,NY,2026-07-21 15:01:00,2026-07-23 09:29:00,Y,,,,42.48,42.48 Consecutive Business Hours,,1.8,16,2,3264,0.63,0.41,0.76,0,103774cb-effd-4e5c-99ce-d2a656b142f3,,PDF,RUS,2026-07-21T19:01:00Z,2026-07-23T13:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260722-6330,MHNY SWH STD Mbr Materials_19c33eb5-1185-43f3-8732-a0c73bc33faf_ru,NY Molina SWH – PDF,NY,2026-07-21 15:01:00,2026-07-23 09:29:00,Y,,,,42.48,42.48 Consecutive Business Hours,,,,,,0,0,0,0,ce7e9756-0ecb-45dd-b7c6-48f485139ce8,,PDF,RUS,2026-07-21T19:01:00Z,2026-07-23T13:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260722-6330,MHNY SWH STD Mbr Materials_2331682c-ee3f-408e-a622-03a631d56530_ru,NY Molina SWH – PDF,NY,2026-07-21 15:01:00,2026-07-23 09:29:00,Y,,,,42.47,42.47 Consecutive Business Hours,,,,,,0,0,0,0,42a525fa-8da4-4f60-9812-13d8b7b49acd,5,PDF,RUS,2026-07-21T19:01:00Z,2026-07-23T13:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260722-6330,MHNY SWH STD Mbr Materials_a5d0a07b-66d6-4412-8975-a0f5fd15043a_ru,NY Molina SWH – PDF,NY,2026-07-21 15:01:00,2026-07-23 09:29:00,Y,,,,42.48,42.48 Consecutive Business Hours,,,,,,0,0,0,0,3b964010-8dbe-4d1a-a7ff-6d0b77929b82,,PDF,RUS,2026-07-21T19:01:00Z,2026-07-23T13:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260722-6330,MHNY SWH STD Mbr Materials_f42827ff-cd3b-4ecc-991c-e8239059848e_ru,NY Molina SWH – PDF,NY,2026-07-21 15:01:00,2026-07-23 09:29:00,Y,,,,42.47,42.47 Consecutive Business Hours,,,,,,0,0,0,0,1a026801-90c5-44ea-a26b-227356c47eed,5,PDF,RUS,2026-07-21T19:01:00Z,2026-07-23T13:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260722-6330,MHNY SWH STD Mbr Materials_06c885db-f773-4c27-b0d6-599ff773ef24_ru,NY Molina SWH – PDF,NY,2026-07-21 18:00:00,2026-07-23 09:29:00,Y,,,,39.49,39.49 Consecutive Business Hours,,,,,,0,0,0,0,a26300cd-0def-4508-bdb8-5f40580b0952,,PDF,RUS,2026-07-21T22:00:00Z,2026-07-23T13:29:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260723-6367,MHNY SWH STD Mbr Materials_e516c9d5-3523-4dec-9f74-be5f9120bda2_ru,NY Molina SWH – PDF,NY,2026-07-22 15:01:00,2026-07-24 14:23:00,Y,,,,47.36,47.36 Consecutive Business Hours,,2.8,0,40,5698,0.98,0.64,1.18,0,8bf99350-ca69-4162-9b7a-e6149c13bd83,,PDF,RUS,2026-07-22T19:01:00Z,2026-07-24T18:23:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260723-6367,MHNY SWH STD Mbr Materials_ec46a561-15bb-4a55-ae46-fb657659f184_ru,NY Molina SWH – PDF,NY,2026-07-22 15:01:00,2026-07-24 14:23:00,Y,,,,47.36,47.36 Consecutive Business Hours,,,,,,0,0,0,0,746222f5-cfe1-457f-9ef2-0f17d40616e4,5,PDF,RUS,2026-07-22T19:01:00Z,2026-07-24T18:23:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260723-6367,MHNY SWH STD Advance Directive_dcf26d69-b1da-4e72-bd4e-62b092c3d178_ru,NY Molina SWH – PDF,NY,2026-07-22 18:00:00,2026-07-24 14:23:00,Y,,,,44.38,44.38 Consecutive Business Hours,,,,,,0,0,0,0,292eb8fa-28ae-4456-aeac-31814a797b2b,,PDF,RUS,2026-07-22T22:00:00Z,2026-07-24T18:23:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260723-6367,MHNY SWH STD Care Plan_01580276-20f9-4116-b896-62d1aa7a6d64_ru,NY Molina SWH – PDF,NY,2026-07-22 18:00:00,2026-07-24 14:23:00,Y,,,,44.38,44.38 Consecutive Business Hours,,,,,,0,0,0,0,458a3120-7e76-480a-9828-a960894e9850,,PDF,RUS,2026-07-22T22:00:00Z,2026-07-24T18:23:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260723-6367,MHNY SWH STD Mbr Materials_438b27f8-1138-4c41-bb9b-bceaf2d9a9c3_ru,NY Molina SWH – PDF,NY,2026-07-22 18:00:00,2026-07-24 14:23:00,Y,,,,44.38,44.38 Consecutive Business Hours,,,,,,0,0,0,0,58c313e7-406a-4b47-ada4-a2743fb57aa8,,PDF,RUS,2026-07-22T22:00:00Z,2026-07-24T18:23:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260723-6367,MHNY SWH STD Mbr Materials_5539ecd3-a579-4b73-bf0d-c0e4753d12e4_ru,NY Molina SWH – PDF,NY,2026-07-22 18:00:00,2026-07-24 14:23:00,Y,,,,44.38,44.38 Consecutive Business Hours,,,,,,0,0,0,0,7b9d74fb-9caa-4a0f-b9c0-73fcee8a0072,5,PDF,RUS,2026-07-22T22:00:00Z,2026-07-24T18:23:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260723-6367,MHNY SWH STD Mbr Materials_5a4d84ac-8b61-4a75-a0e5-49312d05882b_ru,NY Molina SWH – PDF,NY,2026-07-22 18:01:00,2026-07-24 14:23:00,Y,,,,44.38,44.38 Consecutive Business Hours,,,,,,0,0,0,0,c08e0ae2-464d-4571-9431-58b9eadeb90c,5,PDF,RUS,2026-07-22T22:01:00Z,2026-07-24T18:23:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260723-6385,MHNY SWH STD Care Plan_a9812324-974b-4152-b5d9-25c8d59a4a6f_ru,NY Molina SWH – PDF,NY,2026-07-22 18:00:00,2026-07-24 16:19:00,Y,,,,46.31,46.31 Consecutive Business Hours,,2.5,,,5146,0.88,0.58,1.05,0,93822417-d603-4b31-a804-51df9bf32966,,PDF,RUS,2026-07-22T22:00:00Z,2026-07-24T20:19:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
MOHE-260723-6385,MHNY SWH STD Mbr Materials_7224def8-3850-4f56-b9fa-cd372fecd11f_ru,NY Molina SWH – PDF,NY,2026-07-22 18:01:00,2026-07-24 16:19:00,Y,,,,46.31,46.31 Consecutive Business Hours,,,,,,0,0,0,0,5dec1e87-f3ed-462d-bf87-f0d7e04fdb08,,PDF,RUS,2026-07-22T22:01:00Z,2026-07-24T20:19:00Z,,,,,,2026-08-22T16:11:12Z,2026-08-22T16:11:12Z
